City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
352,Daru,PG,75.45,overcast clouds,-9.0763,143.2092,Daru Lodge
355,Farmington,US,68.0,clear sky,36.7281,-108.2187,Courtyard by Marriott Farmington
356,Isangel,VU,78.62,overcast clouds,-19.55,169.2667,Volcano Sea View Tree House
357,Carupano,VE,81.03,overcast clouds,10.6678,-63.2585,Hotel La dorada
358,Bubaque,GW,75.94,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
359,Harper,LR,80.02,light rain,4.375,-7.7169,Screensaver
363,Mamallapuram,IN,84.2,mist,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
364,Buin,CL,75.2,haze,-33.7333,-70.75,Paihuen
365,Taft,IR,75.2,few clouds,31.7471,54.2088,بوم گردی حاجی زینل تفت
366,Noumea,NC,78.01,heavy intensity rain,-22.2763,166.4572,Hôtel Le Lagon
368,Muroto,JP,64.15,broken clouds,33.2833,134.15,Oota Ryokan
369,Kudahuvadhoo,MV,83.12,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
371,Axim,GH,80.42,scattered clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
373,Vung Tau,VN,80.67,overcast clouds,10.345999999999998,107.0843,Green hotel
374,Kamina,CD,65.71,clear sky,-8.7386,24.9906,Guest House Florvia
376,Arlit,NE,79.61,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
382,Hualmay,PE,73.83,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
383,Siavonga,ZM,74.52,few clouds,-16.5382,28.7088,Lavongora Waterfront Lodge
384,Blackwater,AU,65.77,clear sky,-23.5833,148.8833,Blackwater Motor Inn
386,Santa Rosa,PH,80.6,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
388,Kloulklubed,PW,77.0,broken clouds,7.0419,134.2556,Storyboard Beach Resort
389,Seoni Malwa,IN,82.09,clear sky,22.45,77.4667,hotel naman residency
390,Katherine,AU,73.4,overcast clouds,-14.4667,132.2667,Pine Tree Motel
393,Ipixuna,BR,78.8,light rain,-1.7625,-48.8043,Casa da Oscarina
394,Port Macquarie,AU,62.01,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
395,Prado,BR,81.61,scattered clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
396,Springbok,ZA,64.53,scattered clouds,-29.6643,17.8865,Undulata Country Lodge
397,Creel,MX,72.66,broken clouds,27.75,-107.6333,The Lodge at Creel Hotel & SPA
398,Kupang,ID,76.37,moderate rain,-10.1667,123.5833,Hotel On The Rock by Prasanthi
399,Batticaloa,LK,80.44,scattered clouds,7.7102,81.6924,Grand Star Guest House
400,Luena,AO,63.91,light rain,-11.7833,19.9167,Hotel Kandamba
406,Bodden Town,KY,84.2,broken clouds,19.2833,-81.25,Will T Place
408,San Francisco,US,61.0,few clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
409,Inhambane,MZ,71.6,few clouds,-23.865,35.3833,Oceano
410,Ritchie,ZA,69.8,clear sky,-29.038,24.6028,Riverside County Club Kimberley
412,Natal,BR,87.8,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
414,Nan,TH,78.85,scattered clouds,18.8333,100.6667,สะเนียน2
415,Eirunepe,BR,83.75,overcast clouds,-6.6603,-69.8736,Atrás de você
416,Zambezi,ZM,68.85,overcast clouds,-13.5432,23.1047,Royal Kutachika Lodge
417,Kushima,JP,64.81,overcast clouds,31.4583,131.2333,Hanaoka
418,Brejo Santo,BR,94.19,scattered clouds,-7.4933,-38.9872,Hotel Flor de Lis
421,Constitucion,CL,65.84,few clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
425,Matara,LK,79.66,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
429,Kagoro,NG,79.38,few clouds,9.6,8.3833,Palm Garden Hotel
430,Cayenne,GF,79.0,light rain,4.9333,-52.3333,Hôtel Le Dronmi
431,Kennewick,US,63.0,clear sky,46.2113,-119.1372,Clover Island Inn
432,Tatawin,TN,80.6,clear sky,32.9297,10.4518,Sangho Privilege Tataouine
434,Khuzdar,PK,70.21,clear sky,27.7384,66.6434,jhalwan Rent A Car Moola Chotok Boking Office
435,Teluk Intan,MY,82.4,moderate rain,4.0259,101.0213,Angsoka Hotel Teluk Intan
436,Mocuba,MZ,69.53,clear sky,-16.8392,36.9856,Phama Lodge
439,Kontagora,NG,88.03,scattered clouds,10.3999,5.4695,Queens Guest Inn
441,Mananara,MG,76.15,light rain,-16.1667,49.7667,Chez Roger
442,Jacqueville,CI,86.0,scattered clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
443,Luwuk,ID,79.41,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
445,Arraial Do Cabo,BR,82.4,few clouds,-22.9661,-42.0278,Pousada Porto Praia
446,Pangkalanbuun,ID,73.92,broken clouds,-2.6833,111.6167,Grand Kecubung Hotel
447,Nouadhibou,MR,75.2,clear sky,20.930999999999997,-17.0347,El Medina
448,Ascension,US,62.6,clear sky,30.2169,-90.9001,Highland Inn
450,Biak,ID,78.03,overcast clouds,-0.9131,122.8766,Penginapan Kim
452,Itarema,BR,84.24,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
453,Hargeysa,SO,69.28,clear sky,9.56,44.065,City Center Hotel
454,Yang Talat,TH,82.99,broken clouds,16.3998,103.3679,โรงแรมกู๊ดวิว
457,Bell Ville,AR,75.99,few clouds,-32.6259,-62.6887,Hotel Central
458,Ratnagiri,IN,77.7,clear sky,16.9833,73.3,Hotel Landmark
459,Asyut,EG,60.8,clear sky,27.180999999999997,31.1837,Florence Hotel Assiut
460,Bonneville,FR,62.6,clear sky,46.0802,6.4073,Hotel Bellevue
461,Phonhong,LA,81.46,overcast clouds,18.5007,102.4166,Manyvong Guest House
463,Villa Bruzual,VE,97.56,scattered clouds,9.3328,-69.1208,Edificio Guarente
466,Manhumirim,BR,74.97,scattered clouds,-20.3578,-41.9581,Palace Hotel de Manhumirim
467,Huarmey,PE,74.68,broken clouds,-10.0681,-78.1522,Hotel Miramar
472,Cockburn Town,TC,78.26,clear sky,21.4612,-71.1419,Osprey Beach Hotel
473,Shahrud,IR,63.09,broken clouds,36.4182,54.9763,Royal Hotel
474,Jawhar,SO,80.73,clear sky,2.7809,45.5005,cosoble spare parts
477,San Juan,AR,84.22,overcast clouds,-31.5375,-68.5364,Hotel Provincial
478,Sweetwater,US,79.0,broken clouds,25.7634,-80.3731,Li'l Abner Mobile Home Park
481,Novo Aripuana,BR,87.71,broken clouds,-5.1206,-60.3797,Hotel Ezequiel
483,Tabou,CI,80.33,light rain,4.423,-7.3528,hotêl doufoulougou
485,Taltal,CL,69.93,few clouds,-25.4,-70.4833,Residencial Karime
490,Tallahassee,US,63.0,smoke,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
491,Puri,IN,82.4,mist,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
493,Kieta,PG,79.32,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
496,Estelle,US,60.01,clear sky,29.8458,-90.1067,Ohio
498,Durban,ZA,73.4,light rain,-29.8579,31.0292,Hilton Durban
500,Port-Gentil,GA,80.6,few clouds,-0.7193,8.7815,Fengshui Residence
503,Ewa Beach,US,75.2,clear sky,21.3156,-158.0072,Uncle Junior Robert
506,Khanpur,PK,81.21,clear sky,28.6453,70.6567,Ahmad bartan store
507,Monte Aprazivel,BR,86.0,few clouds,-20.7725,-49.7142,Torres Palace Hotel
510,Coruripe,BR,83.35,clear sky,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
513,Sharjah,AE,82.4,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
514,Caravelas,BR,80.85,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
515,Koumac,NC,76.21,overcast clouds,-20.5667,164.2833,Le Monitel
516,Kutum,SD,73.4,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
518,Hambantota,LK,78.8,clear sky,6.1241,81.1185,Bungalow 63
519,Mecca,SA,73.67,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
522,South Venice,US,73.0,haze,27.0531,-82.4243,Rodeway Inn
523,Warri,NG,81.81,few clouds,5.5167,5.75,BON Hotel Delta
524,Kousseri,CM,87.8,clear sky,12.0769,15.0306,Le Pilotis
526,Ixtapa,MX,78.8,broken clouds,20.7,-105.2,Hotel Plaza Providencia
527,Kuching,MY,75.2,few clouds,1.55,110.3333,The Ranee Boutique Suites
528,Porto Novo,BJ,86.0,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
532,Moerai,PF,80.01,light rain,-22.4333,-151.3333,Le Manotel
533,Vangaindrano,MG,72.7,broken clouds,-23.35,47.6,Hotel Fanilo
534,Merauke,ID,76.62,moderate rain,-8.4667,140.3333,PC
536,San Patricio,US,73.4,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
538,Ishigaki,JP,76.77,clear sky,24.3448,124.1572,Hotel Peace Land Ishigakijima
540,Salalah,OM,82.4,clear sky,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
541,Cabo San Lucas,MX,89.6,scattered clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
542,Nueva Concepcion,GT,93.2,scattered clouds,14.2,-91.3,Hotel Villa Las Flores
543,Grand Forks,US,60.01,haze,47.9417,-97.4337,Warrior Inn
546,Faya,SA,66.2,clear sky,18.3851,42.4509,مقبرة ال مجمل
547,Ahuimanu,US,75.2,few clouds,21.4447,-157.8378,Paradise Bay Resort
551,Pimentel,PE,82.4,clear sky,-6.8367,-79.9342,Casona Del Muelle
552,Felipe Carrillo Puerto,MX,79.59,overcast clouds,19.5833,-88.05,Hotel La Ceiba
556,Winnemucca,US,66.2,clear sky,40.973,-117.7357,Winners Inn Casino
557,Almeirim,BR,75.81,overcast clouds,-1.5233,-52.5817,Ricácio Hotel
558,Tarauaca,BR,88.63,moderate rain,-8.1614,-70.7656,Flat Temporada
559,Kununurra,AU,73.4,overcast clouds,-15.7667,128.7333,Hotel Kununurra
563,Ambilobe,MG,73.72,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
564,Itoman,JP,69.8,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
565,Sal Rei,CV,73.4,few clouds,16.1833,-22.9167,Marine Club Beach Resort
567,Mollendo,PE,72.34,few clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
569,Swan Hill,AU,67.41,clear sky,-35.3378,143.5544,Lazy River Motor Inn
570,Yanam,IN,77.32,overcast clouds,16.7333,82.2167,The Regency Hotel
573,Kirakira,SB,79.63,overcast clouds,-10.4544,161.9205,SanBiz Lodge
578,Pflugerville,US,70.0,clear sky,30.4394,-97.62,Comfort Suites Pflugerville - Austin North
580,Terra Santa,BR,82.62,light rain,-2.1042,-56.4869,Hotel Sarah
582,Nueve De Julio,AR,79.0,scattered clouds,-35.4444,-60.8831,Grand Hotel Libertad - GHL
583,Kilindoni,TZ,81.19,light rain,-7.9139,39.6668,Bustani B&B
589,Pereira Barreto,BR,91.65,clear sky,-20.6383,-51.1092,Hotel Pousada Pantal
591,San Juan Bautista,PE,75.99,clear sky,-14.0108,-75.7358,Hotel Las Dunas
592,Guerrero Negro,MX,67.42,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
594,Fomboni,KM,84.24,few clouds,-12.28,43.7425,Relais Singani
595,Saint-Joseph,RE,77.0,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
599,Meadow Lake,US,73.0,few clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
600,Urucui,BR,82.96,overcast clouds,-7.2294,-44.5561,Hotel Premium Piauí
602,Cap Malheureux,MU,78.01,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
603,Artemisa,CU,73.4,overcast clouds,22.814,-82.7561,Renta De Habitaciones Los Crespo
605,Kaohsiung,TW,78.01,few clouds,22.6163,120.3133,Kindness Hotel
606,Kavaratti,IN,83.03,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
607,Tual,ID,83.57,moderate rain,-5.6667,132.75,Grand Vilia Hotel
609,Roura,GF,79.0,light rain,4.7263,-52.3274,Amazonie Découverte SARL
610,Itarantim,BR,87.44,overcast clouds,-15.6597,-40.0656,Pousada Buterfly
615,Sunrise Manor,US,82.0,clear sky,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
618,Paraiso,CR,82.4,scattered clouds,9.8383,-83.8656,Rinconcito Verde
623,Marau,BR,76.77,broken clouds,-28.4492,-52.2,Hotel Pousada Tordilho Negro
624,Puerto Colombia,CO,89.6,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
626,Jacmel,HT,84.2,scattered clouds,18.2342,-72.5347,Hotel Florita
627,Honiara,SB,77.27,light rain,-9.4333,159.95,Heritage Park Hotel
629,Karratha,AU,80.85,clear sky,-20.7377,116.8463,ibis Styles Karratha
630,Tahta,EG,68.0,clear sky,26.7693,31.5021,El Salam Hotel
632,Ambon,ID,77.0,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
633,Soure,BR,82.27,few clouds,-0.7167,-48.5233,Casarão
634,Mayumba,GA,80.46,overcast clouds,-3.432,10.6554,LIKWALE LODGE
635,Chilca,PE,75.0,clear sky,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
636,Nungua,GH,84.2,mist,5.6011,-0.0771,"Palma Hotel, Spintex"
638,Selma,US,80.01,clear sky,36.5708,-119.6121,Holiday Inn Selma-Swancourt
639,Palembang,ID,75.4,light rain,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
641,Nuevo Progreso,MX,73.0,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
645,Bunia,CD,67.21,overcast clouds,1.5667,30.25,Gold Star International Hotel
646,Vacaria,BR,75.0,overcast clouds,-28.5122,-50.9339,Pampa Hotel - Vacaria/RS
655,Chicama,PE,71.6,scattered clouds,-7.8447,-79.1469,Chicama Me Gusta
656,Doha,QA,84.99,clear sky,25.2867,51.5333,Doha Marriott Hotel
657,Bushehr,IR,86.0,clear sky,28.9684,50.8385,Yas Hotel
660,Moranbah,AU,64.4,few clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
662,Manjeshwar,IN,80.6,few clouds,12.7194,74.8861,Baithul Hidaya
663,Ormara,PK,83.89,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
665,Tabuk,PH,71.17,clear sky,17.4189,121.4443,Golden Berries Hotel and Convention
666,Sukumo,JP,61.74,broken clouds,32.9333,132.7333,Sukumojo
667,Iganga,UG,66.27,moderate rain,0.6092,33.4686,Hilltop Hotel
669,Puerto El Triunfo,SV,98.6,clear sky,13.2833,-88.55,Hotel Jardin
671,Juba,SS,80.82,broken clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
672,Carutapera,BR,83.59,broken clouds,-1.195,-46.02,Lidera
673,Canutama,BR,84.79,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
675,Mahanoro,MG,74.1,overcast clouds,-19.9,48.8,BUNGALOW MAHAMANINA
676,Dori,BF,87.93,clear sky,14.0354,-0.0345,Hôtel Liptako
678,Keti Bandar,PK,82.49,clear sky,24.1447,67.4497,Haji laloo memon house
680,Meulaboh,ID,76.44,overcast clouds,4.1363,96.1285,Kost Pria
681,Port Blair,IN,77.0,overcast clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
684,The Valley,AI,82.4,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
685,Bahia Honda,CU,72.34,broken clouds,22.9036,-83.1592,Casa Gualberto - Deysi
687,Almonte,ES,68.0,clear sky,37.2647,-6.5167,Viajes Halcon
690,Vila Do Maio,CV,82.4,clear sky,15.1333,-23.2167,Residence 'I Delfini'
692,Sompeta,IN,80.62,overcast clouds,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
694,Lompoc,US,64.99,broken clouds,34.6391,-120.4579,Holiday Inn Express Lompoc
695,Zamora,EC,84.2,moderate rain,-4.0692,-78.9567,Cabañas Ecológicas Copalinga
696,Atambua,ID,72.93,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
