City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
385,Leningradskiy,RU,2021-03-26 22:31:18,69.3833,178.4167,-13.94,93,51,4.56
386,Gbarnga,LR,2021-03-26 22:35:35,6.9956,-9.4722,74.88,91,27,3.8
387,Coahuayana,MX,2021-03-26 22:35:18,18.7333,-103.6833,84.2,39,20,6.4
388,Beloha,MG,2021-03-26 22:35:36,-25.1667,45.05,72.45,84,1,3.76
389,Maarianhamina,AX,2021-03-26 22:35:36,60.0973,19.9348,37.4,93,92,10.36
390,Nanortalik,GL,2021-03-26 22:31:23,60.1432,-45.2371,9.03,68,31,25.39
391,Kawalu,ID,2021-03-26 22:33:43,-7.3817,108.2082,71.8,96,93,1.28
392,Taoudenni,ML,2021-03-26 22:35:37,22.6783,-3.9836,73.47,8,4,12.21
393,Komsomolskiy,UZ,2021-03-26 22:35:37,40.4272,71.7189,53.6,87,100,4.61
394,Oranjemund,NA,2021-03-26 22:35:37,-28.55,16.4333,60.69,83,0,1.9
395,Itamarandiba,BR,2021-03-26 22:35:38,-17.8572,-42.8589,63.99,86,6,3.33
396,Ewa Beach,US,2021-03-26 22:35:38,21.3156,-158.0072,80.6,69,40,6.91
397,Taldan,RU,2021-03-26 22:35:38,53.6667,124.8,22.59,94,100,8.7
398,Salinas,US,2021-03-26 22:35:39,36.6777,-121.6555,71.6,30,1,8.05
399,Zeerust,ZA,2021-03-26 22:35:39,-25.5369,26.0751,57.2,72,1,4.61
400,Severomuysk,RU,2021-03-26 22:35:39,56.1481,113.4267,9.37,95,100,1.86
401,Kloulklubed,PW,2021-03-26 22:35:40,7.0419,134.2556,77.0,100,90,11.5
402,Emerald,AU,2021-03-26 22:33:34,-23.5333,148.1667,75.99,60,0,8.05
403,Tupik,RU,2021-03-26 22:35:40,54.4253,119.9327,20.77,96,97,0.85
404,Kirakira,SB,2021-03-26 22:35:40,-10.4544,161.9205,85.08,72,71,9.42
405,Ulaanbaatar,MN,2021-03-26 22:32:02,47.9077,106.8832,37.4,60,75,8.95
406,Aldan,RU,2021-03-26 22:35:41,58.6031,125.3894,25.03,94,100,4.34
407,Ornskoldsvik,SE,2021-03-26 22:35:41,63.2909,18.7153,30.2,100,40,4.61
408,Charters Towers,AU,2021-03-26 22:35:41,-20.1,146.2667,80.17,61,2,12.64
409,Pedernales,DO,2021-03-26 22:35:42,18.0384,-71.744,81.82,61,0,12.57
410,Luneburg,DE,2021-03-26 22:35:42,53.25,10.4,51.01,57,75,8.05
411,Barcelona,ES,2021-03-26 22:35:35,41.3888,2.159,57.99,88,20,3.44
412,General Roca,AR,2021-03-26 22:35:43,-39.0333,-67.5833,73.4,28,0,4.61
413,Kamaishi,JP,2021-03-26 22:35:43,39.2667,141.8833,43.59,66,63,3.76
414,Tikhvin,RU,2021-03-26 22:32:11,59.6451,33.5294,30.99,91,100,2.3
415,Acari,PE,2021-03-26 22:35:43,-15.4311,-74.6158,74.44,72,36,7.07
416,Cap Malheureux,MU,2021-03-26 22:35:44,-19.9842,57.6142,75.99,86,13,2.37
417,Urumqi,CN,2021-03-26 22:35:44,43.801,87.6005,44.6,76,20,2.24
418,West Lafayette,US,2021-03-26 22:33:42,40.4259,-86.9081,53.6,71,90,5.75
419,Talavera De La Reina,ES,2021-03-26 22:35:44,39.9635,-4.8308,47.59,75,94,1.9
420,Ilek,RU,2021-03-26 22:35:45,51.5271,53.3831,27.61,95,100,6.46
421,Qaqortoq,GL,2021-03-26 22:35:45,60.7167,-46.0333,8.6,47,0,1.14
422,Flinders,AU,2021-03-26 22:33:05,-34.5833,150.8552,68.0,71,7,4.0
423,Guerrero Negro,MX,2021-03-26 22:35:46,27.9769,-114.0611,63.19,50,0,16.82
424,Paraiso,CR,2021-03-26 22:35:46,9.8383,-83.8656,84.2,53,20,16.11
425,Los Llanos De Aridane,ES,2021-03-26 22:35:46,28.6585,-17.9182,69.8,52,90,5.75
426,Athabasca,CA,2021-03-26 22:35:47,54.7169,-113.2854,35.6,51,95,8.05
427,Sayyan,YE,2021-03-26 22:35:47,15.1718,44.3244,54.95,13,9,3.31
428,Namalenga,TZ,2021-03-26 22:35:47,-10.95,39.1,71.15,97,100,2.37
429,Kangaatsiaq,GL,2021-03-26 22:35:48,68.3065,-53.4641,-10.23,89,89,9.31
430,Emet,TR,2021-03-26 22:35:48,39.343,29.2585,28.17,88,66,2.86
431,Saint-Marc-Des-Carrieres,CA,2021-03-26 22:35:49,46.6834,-72.0491,39.0,93,100,4.61
432,Chiredzi,ZW,2021-03-26 22:35:49,-21.05,31.6667,71.55,74,23,5.53
433,Kostomuksha,RU,2021-03-26 22:35:49,64.571,30.5767,31.78,88,58,8.81
434,Rio Claro,BR,2021-03-26 22:35:49,-22.4114,-47.5614,80.6,69,20,5.75
435,Wukari,NG,2021-03-26 22:35:50,7.85,9.7833,85.98,30,17,2.86
436,Beisfjord,NO,2021-03-26 22:35:50,68.3751,17.5988,39.2,60,20,6.91
437,Matias Olimpio,BR,2021-03-26 22:35:51,-3.7158,-42.5556,72.57,99,100,3.69
438,Vicksburg,US,2021-03-26 22:34:27,32.3526,-90.8779,82.4,54,40,5.75
439,Wahiawa,US,2021-03-26 22:35:51,21.5028,-158.0236,80.6,61,75,8.05
440,Waynesboro,US,2021-03-26 22:31:57,38.0685,-78.8895,80.6,25,1,9.22
441,Staraya Kulatka,RU,2021-03-26 22:35:51,52.7167,47.6167,32.72,97,100,5.84
442,At-Bashi,KG,2021-03-26 22:35:52,41.1702,75.8106,36.86,82,95,2.62
443,Kozyatyn,UA,2021-03-26 22:35:52,49.7143,28.8339,39.47,82,100,4.5
444,Gizo,SB,2021-03-26 22:35:53,-8.103,156.8419,84.43,70,56,6.87
445,Valdosta,US,2021-03-26 22:35:53,30.8327,-83.2785,84.2,61,40,11.5
446,Shinpokh,PK,2021-03-26 22:35:54,34.3292,71.1782,64.4,72,20,11.5
447,Ponta Delgada,PT,2021-03-26 22:35:54,37.7333,-25.6667,55.4,76,20,5.75
448,Seredeyskiy,RU,2021-03-26 22:35:54,54.0507,35.2318,33.53,99,100,3.58
449,Holland,US,2021-03-26 22:33:48,42.7875,-86.1089,41.0,75,90,6.91
450,Kupang,ID,2021-03-26 22:35:55,-10.1667,123.5833,75.2,100,20,3.44
451,Port Harcourt,NG,2021-03-26 22:35:55,4.7774,7.0134,82.4,83,14,4.61
452,Samarai,PG,2021-03-26 22:33:29,-10.6167,150.6667,83.53,75,95,9.8
453,Huilong,CN,2021-03-26 22:35:55,31.8111,121.655,63.0,93,99,1.99
454,Buchanan,LR,2021-03-26 22:35:56,5.8808,-10.0467,78.8,94,20,6.53
455,Rawson,AR,2021-03-26 22:31:54,-43.3002,-65.1023,61.03,60,1,6.53
456,Mataram,ID,2021-03-26 22:35:56,-8.5833,116.1167,75.2,100,75,1.14
457,Takapau,NZ,2021-03-26 22:35:57,-40.0333,176.35,73.99,54,8,4.56
458,Ati,TD,2021-03-26 22:35:57,13.2154,18.3353,78.39,13,52,17.78
459,Gat,IL,2021-03-26 22:31:27,31.61,34.7642,55.0,100,99,1.01
460,Poya,NC,2021-03-26 22:33:25,-21.35,165.15,85.41,57,4,3.2
461,Noyabrsk,RU,2021-03-26 22:35:58,63.1994,75.4507,29.16,97,100,6.73
462,Akyab,MM,2021-03-26 22:35:58,20.15,92.9,75.6,40,41,6.87
463,Olafsvik,IS,2021-03-26 22:35:58,64.8945,-23.7142,19.13,63,96,13.98
464,Mikhaylovskoye,RU,2021-03-26 22:35:59,51.8239,79.7172,18.86,94,80,6.76
465,Matinhos,BR,2021-03-26 22:33:51,-25.8175,-48.5428,73.4,94,75,3.44
466,Payakumbuh,ID,2021-03-26 22:35:59,-0.2202,100.6308,69.48,97,100,1.99
467,Oistins,BB,2021-03-26 22:35:59,13.0667,-59.5333,78.8,61,75,19.57
468,Desaguadero,PE,2021-03-26 22:36:00,-16.5656,-69.0417,50.2,64,22,6.49
469,Sarankhola,BD,2021-03-26 22:36:00,22.3082,89.7897,74.93,68,1,5.32
470,Forest,US,2021-03-26 22:36:00,37.3638,-79.2897,80.6,21,1,8.05
471,Yemelyanovo,RU,2021-03-26 22:36:01,56.1681,92.6767,24.8,86,40,11.18
472,Batagay-Alyta,RU,2021-03-26 22:36:01,67.8006,130.4114,-4.74,94,100,1.57
473,Tonantins,BR,2021-03-26 22:36:02,-2.8731,-67.8022,75.22,95,80,1.68
474,Pointe-Noire,CG,2021-03-26 22:36:02,-4.7761,11.8635,77.0,94,20,2.3
475,Saint-Jovite,CA,2021-03-26 22:32:19,46.1186,-74.5966,41.0,100,100,2.3
476,Le Port,RE,2021-03-26 22:36:02,-20.9373,55.2919,77.0,83,20,5.75
477,Saurimo,AO,2021-03-26 22:36:03,-9.6608,20.3916,64.65,98,100,3.58
478,Russell,US,2021-03-26 22:36:03,32.3502,-85.1999,71.01,88,90,2.93
479,Newcastle,AU,2021-03-26 22:31:47,-32.9272,151.7765,71.01,77,42,10.36
480,Santa Cruz,BO,2021-03-26 22:35:53,-17.8,-63.1667,82.4,83,75,11.5
481,Mackenzie,CA,2021-03-26 22:36:04,55.2999,-123.1698,39.2,52,90,3.44
482,Kabalo,CD,2021-03-26 22:35:58,-6.05,26.9167,67.35,95,100,2.75
483,Verkhniy Uslon,RU,2021-03-26 22:36:04,55.7701,48.9823,32.0,80,75,6.71
484,Namatanai,PG,2021-03-26 22:36:04,-3.6667,152.4333,83.12,74,100,9.01
485,Kysyl-Syr,RU,2021-03-26 22:32:51,63.8986,122.7617,8.67,98,90,3.22
486,Vila Franca Do Campo,PT,2021-03-26 22:32:12,37.7167,-25.4333,55.4,76,20,5.75
487,Oyama,JP,2021-03-26 22:36:05,36.3,139.8,55.0,75,20,2.3
488,Turayf,SA,2021-03-26 22:36:05,31.6725,38.6637,44.6,87,0,13.8
489,Tarauaca,BR,2021-03-26 22:36:06,-8.1614,-70.7656,75.34,96,64,2.08
490,Havelock,US,2021-03-26 22:36:06,34.8791,-76.9013,69.01,90,98,7.0
491,Dzhuryn,UA,2021-03-26 22:36:06,49.0329,25.5839,39.0,68,100,4.41
492,Salina,US,2021-03-26 22:36:07,38.8403,-97.6114,71.01,43,1,16.11
493,Lavrentiya,RU,2021-03-26 22:36:07,65.5833,-171.0,2.71,79,100,7.27
494,Kasempa,ZM,2021-03-26 22:36:07,-13.4584,25.8338,63.72,96,99,5.26
495,Jurilovca,RO,2021-03-26 22:36:08,44.7667,28.8667,41.0,65,25,13.8
496,Bubaque,GW,2021-03-26 22:36:08,11.2833,-15.8333,76.71,75,7,21.34
497,Mana,GF,2021-03-26 22:36:08,5.6592,-53.7767,77.74,84,24,10.85
498,Buala,SB,2021-03-26 22:36:09,-8.145,159.5921,84.6,73,33,11.25
499,Srednekolymsk,RU,2021-03-26 22:36:09,67.45,153.6833,-4.72,85,46,4.14
500,Hanyang,CN,2021-03-26 22:36:09,32.1371,105.5126,55.99,76,99,1.41
501,Rieti,IT,2021-03-26 22:36:10,42.4072,12.8592,48.99,80,88,9.22
502,Le Vauclin,MQ,2021-03-26 22:36:10,14.5452,-60.8388,77.0,83,75,10.36
503,Council Bluffs,US,2021-03-26 22:31:12,41.2619,-95.8608,57.99,47,75,9.22
504,China,MX,2021-03-26 22:36:11,25.7,-99.2333,91.06,24,3,10.71
505,Bisert,RU,2021-03-26 22:36:11,56.8617,59.0523,30.67,99,100,1.9
506,Turukhansk,RU,2021-03-26 22:34:30,65.8167,87.9833,26.82,96,100,14.41
507,Iqaluit,CA,2021-03-26 22:36:11,63.7506,-68.5145,-13.0,64,1,17.27
508,Ukiah,US,2021-03-26 22:36:12,39.1502,-123.2078,72.0,20,1,4.61
509,Guadalupe Y Calvo,MX,2021-03-26 22:36:12,26.1,-106.9667,59.54,11,38,14.03
510,Tual,ID,2021-03-26 22:36:12,-5.6667,132.75,83.7,70,63,4.7
511,Quatre Cocos,MU,2021-03-26 22:32:34,-20.2078,57.7625,77.0,88,20,3.44
512,Elat,IL,2021-03-26 22:36:13,29.5581,34.9482,59.0,47,40,13.8
513,Monteagudo,BO,2021-03-26 22:36:13,-19.8167,-63.9833,77.0,88,90,4.61
514,Gamba,GA,2021-03-26 22:34:23,-2.65,10.0,77.72,81,97,3.69
515,Vwawa,TZ,2021-03-26 22:36:14,-9.1167,32.9333,60.4,98,100,1.77
516,Tshela,CD,2021-03-26 22:36:14,-4.9833,12.9333,72.59,98,100,1.9
517,Ayagoz,KZ,2021-03-26 22:36:14,47.9714,80.4392,32.94,97,100,2.98
518,Hastings,GB,2021-03-26 22:32:13,50.8552,0.5729,44.01,66,62,5.99
519,Beringovskiy,RU,2021-03-26 22:36:15,63.05,179.3167,2.26,86,90,13.85
520,Deputatskiy,RU,2021-03-26 22:36:15,69.3,139.9,-1.8,72,100,0.76
521,Ust-Kuyga,RU,2021-03-26 22:31:52,70.0167,135.6,0.68,96,100,6.69
522,Dingle,PH,2021-03-26 22:31:47,10.9995,122.6711,77.47,86,78,7.27
523,Chegdomyn,RU,2021-03-26 22:36:16,51.1167,133.0167,26.1,78,100,2.01
524,Egvekinot,RU,2021-03-26 22:35:13,66.3167,-179.1667,-6.45,81,100,8.25
525,Sovetskiy,RU,2021-03-26 22:36:16,61.3614,63.5842,24.17,94,13,7.31
526,Diourbel,SN,2021-03-26 22:36:17,14.6628,-16.3925,78.8,50,1,6.91
527,Toora-Khem,RU,2021-03-26 22:36:17,52.4675,96.11,12.97,95,32,3.04
528,Asau,RO,2021-03-26 22:36:17,46.4333,26.4,34.0,63,13,4.76
529,Talara,PE,2021-03-26 22:36:18,-4.5772,-81.2719,84.2,51,0,12.66
530,Khandyga,RU,2021-03-26 22:36:18,62.6667,135.6,10.38,80,100,4.41
531,Marsh Harbour,BS,2021-03-26 22:35:27,26.5412,-77.0636,76.35,73,37,10.27
532,Develi,TR,2021-03-26 22:36:18,38.3906,35.4922,30.2,80,75,10.36
533,Zwedru,LR,2021-03-26 22:36:19,6.0667,-8.1281,74.71,91,31,5.23
534,Zholymbet,KZ,2021-03-26 22:36:19,51.7433,71.7122,25.99,91,100,3.47
535,Whitianga,NZ,2021-03-26 22:36:19,-36.8333,175.7,73.99,66,81,8.99
536,Charcas,MX,2021-03-26 22:36:20,23.1333,-101.1167,80.49,4,87,15.46
537,Paso De Carrasco,UY,2021-03-26 22:36:20,-34.8603,-56.0522,71.6,94,90,5.75
538,Puerto Boyaca,CO,2021-03-26 22:36:20,5.9758,-74.5885,80.46,79,88,1.81
539,Terney,RU,2021-03-26 22:36:21,45.0503,136.6092,35.78,76,100,8.05
540,Sambava,MG,2021-03-26 22:36:21,-14.2667,50.1667,76.33,92,100,3.83
541,Torbay,CA,2021-03-26 22:31:56,47.6666,-52.7314,45.0,93,90,12.66
542,Cherskiy,RU,2021-03-26 22:33:10,68.75,161.3,-8.73,92,93,7.09
543,Ossora,RU,2021-03-26 22:36:22,59.2353,163.0719,8.01,82,15,4.21
544,Gogrial,SS,2021-03-26 22:36:22,8.5332,28.1004,80.38,59,82,9.24
545,Baykit,RU,2021-03-26 22:36:23,61.67,96.37,8.56,99,100,2.62
546,Capreol,CA,2021-03-26 22:36:23,46.706,-80.9225,33.01,69,90,8.05
547,Araouane,ML,2021-03-26 22:36:23,18.9048,-3.5265,73.4,5,0,10.85
548,Kamenka,RU,2021-03-26 22:36:24,51.3223,42.7678,33.01,87,100,7.74
549,Kavaratti,IN,2021-03-26 22:31:40,10.5669,72.642,82.62,73,27,2.51
550,Atar,MR,2021-03-26 22:36:24,20.5169,-13.0499,81.66,11,7,5.68
551,Barcelos,PT,2021-03-26 22:36:25,41.5388,-8.6151,51.01,87,0,4.61
552,Broken Hill,AU,2021-03-26 22:36:26,-31.95,141.4333,60.8,82,1,11.5
553,Kankan,GN,2021-03-26 22:36:26,10.3854,-9.3057,83.12,13,20,5.3
554,Snezhnogorsk,RU,2021-03-26 22:36:27,69.1933,33.2531,21.2,79,0,2.24
555,Dunedin,NZ,2021-03-26 22:32:28,-45.8742,170.5036,62.01,67,66,5.01
556,Angoche,MZ,2021-03-26 22:36:27,-16.2325,39.9086,77.52,77,15,3.24
557,Kavos,GR,2021-03-26 22:36:28,38.8268,22.8322,42.01,66,3,1.99
558,Balykshi,KZ,2021-03-26 22:36:28,47.0667,51.8667,33.8,100,90,20.13
559,Raga,SS,2021-03-26 22:36:28,8.4596,25.678,75.69,71,100,9.26
560,Nueve De Julio,AR,2021-03-26 22:36:29,-35.4444,-60.8831,64.99,99,100,1.99
561,Chabahar,IR,2021-03-26 22:36:29,25.2919,60.643,75.58,75,65,6.24
562,Mayumba,GA,2021-03-26 22:36:29,-3.432,10.6554,78.49,82,100,3.8
563,Sao Joaquim,BR,2021-03-26 22:36:30,-28.2939,-49.9317,59.56,94,96,3.33
564,Burgeo,CA,2021-03-26 22:36:30,47.6167,-57.6152,37.8,99,100,9.35
565,Kigorobya,UG,2021-03-26 22:36:30,1.6162,31.3089,69.42,80,100,13.87
566,Saint-Francois,FR,2021-03-26 22:36:31,46.4154,3.9054,51.8,82,90,6.91
567,Saint George,US,2021-03-26 22:36:31,37.1041,-113.5841,61.0,25,20,6.91
568,Zeya,RU,2021-03-26 22:36:31,53.75,127.2667,26.96,78,99,3.11
569,Grand Gaube,MU,2021-03-26 22:36:32,-20.0064,57.6608,75.99,86,14,2.24
570,Asfi,MA,2021-03-26 22:36:32,32.2994,-9.2372,67.24,49,99,18.97
571,Alta Floresta,BR,2021-03-26 22:36:32,-9.8756,-56.0861,87.8,58,40,3.44
572,Onguday,RU,2021-03-26 22:36:33,50.75,86.15,10.92,90,5,3.13
573,Poum,NC,2021-03-26 22:36:33,-20.2333,164.0167,80.98,69,4,9.08
574,Butterworth,MY,2021-03-26 22:36:33,5.3991,100.3638,78.8,100,40,2.57
575,Arlit,NE,2021-03-26 22:33:42,18.7369,7.3853,67.08,13,0,10.8
576,Ningbo,CN,2021-03-26 22:36:34,29.8782,121.5495,64.99,88,87,8.95
577,Muisne,EC,2021-03-26 22:36:34,0.6,-80.0333,80.6,83,75,5.75
